"global_step","Rainbow DQN - _step","Rainbow DQN - _step__MIN","Rainbow DQN - _step__MAX","Rainbow DQN - charts/episodic_length","Rainbow DQN - charts/episodic_length__MIN","Rainbow DQN - charts/episodic_length__MAX","DQN - _step","DQN - _step__MIN","DQN - _step__MAX","DQN - charts/episodic_length","DQN - charts/episodic_length__MIN","DQN - charts/episodic_length__MAX"
"6807272","","","","","","","294819","294819","294819","916","916","916"
"6807880","293310","293310","293310","1232","1232","1232","","","","","",""
"6808838","293352","293352","293352","958","958","958","","","","","",""
"6809441","","","","","","","294919","294919","294919","1067","1067","1067"
"6810450","","","","","","","294961","294930","294992","1009","1009","1009"
"6811166","293450","293450","293450","1249","1249","1249","","","","","",""
"6811679","","","","","","","295036","295018","295054","1229","1229","1229"
"6812793","","","","","","","295089","295089","295089","1114","1114","1114"
"6813679","293467","293467","293467","1318","1318","1318","","","","","",""
"6815587","293639","293639","293639","994","994","994","","","","","",""
"6816592","293651.5","293622","293681","1005","1005","1005","","","","","",""
"6818827","","","","","","","295292","295292","295292","1348","1348","1348"
"6819757","","","","","","","295302","295302","295302","930","930","930"
"6819860","293822","293822","293822","1011","1011","1011","","","","","",""
"6820933","293870","293870","293870","1073","1073","1073","","","","","",""
"6823001","293960","293960","293960","953","953","953","","","","","",""
"6823041","","","","","","","295488","295488","295488","1295","1295","1295"
"6825106","294027","294027","294027","1067","1067","1067","","","","","",""
"6825191","","","","","","","295609.5","295586","295633","1102","1102","1102"
"6826020","294088","294088","294088","914","914","914","","","","","",""
"6826422","","","","","","","295600","295600","295600","1231","1231","1231"
"6827014","294118","294104","294132","994","994","994","","","","","",""
"6827410","","","","","","","295731","295731","295731","988","988","988"
"6828368","","","","","","","295728","295696","295760","958","958","958"
"6829571","294209.5","294182","294237","1124","1124","1124","","","","","",""
"6830606","","","","","","","295796","295796","295796","1178","1178","1178"
"6830900","294293","294293","294293","1329","1329","1329","","","","","",""
"6831483","","","","","","","295884","295884","295884","877","877","877"
"6831713","294260","294260","294260","813","813","813","","","","","",""
"6832927","294337","294337","294337","1214","1214","1214","","","","","",""
"6833638","","","","","","","295904","295904","295904","965","965","965"
"6834287","294426","294414","294438","1360","1360","1360","","","","","",""
"6835009","","","","","","","296048","296048","296048","1371","1371","1371"
"6835789","294501","294501","294501","1502","1502","1502","","","","","",""
"6837110","294526","294493","294559","1321","1321","1321","","","","","",""
"6837241","","","","","","","296143","296143","296143","1031","1031","1031"
"6838339","","","","","","","296178","296178","296178","1098","1098","1098"
"6840617","294709","294709","294709","1378","1378","1378","","","","","",""
"6841617","294709.5","294667","294752","1000","1000","1000","","","","","",""
"6842163","","","","","","","296347","296347","296347","1012","1012","1012"
"6842763","294771","294744","294798","1146","1146","1146","","","","","",""
"6843055","","","","","","","296354","296307","296401","892","892","892"
"6843712","294820","294820","294820","949","949","949","","","","","",""
"6844841","294821","294821","294821","1129","1129","1129","","","","","",""
"6845772","294898","294898","294898","931","931","931","","","","","",""
"6846252","","","","","","","296528","296528","296528","973","973","973"
"6846918","294939.5","294899","294980","1146","1146","1146","","","","","",""
"6847420","","","","","","","296476","296476","296476","1168","1168","1168"
"6847938","295022","295022","295022","1020","1020","1020","","","","","",""
"6849032","294978","294978","294978","1094","1094","1094","","","","","",""
"6849449","","","","","","","296655","296655","296655","1066","1066","1066"
"6850259","295119","295119","295119","1227","1227","1227","","","","","",""
"6850399","","","","","","","296683","296658","296708","950","950","950"
"6851433","295131","295131","295131","1174","1174","1174","","","","","",""
"6851630","","","","","","","296710.5","296672","296749","1231","1231","1231"
"6852597","295218","295218","295218","1164","1164","1164","","","","","",""
"6852904","","","","","","","296761","296761","296761","1274","1274","1274"
"6853572","295260","295260","295260","975","975","975","","","","","",""
"6854494","295292.5","295286","295299","922","922","922","","","","","",""
"6855113","","","","","","","296910","296910","296910","1187","1187","1187"
"6856276","","","","","","","296872","296872","296872","1163","1163","1163"
"6856732","295305","295305","295305","925","925","925","","","","","",""
"6859764","295459","295459","295459","1107","1107","1107","","","","","",""
"6860791","","","","","","","297138","297138","297138","1172","1172","1172"
"6861845","","","","","","","297178.5","297159","297198","1054","1054","1054"
"6862003","295625","295625","295625","1148","1148","1148","","","","","",""
"6862982","295663","295663","295663","979","979","979","","","","","",""
"6863017","","","","","","","297204","297172","297236","1172","1172","1172"
"6863881","295703","295703","295703","899","899","899","","","","","",""
"6864191","","","","","","","297296","297296","297296","1174","1174","1174"
"6864921","295720.5","295692","295749","1040","1040","1040","","","","","",""
"6865301","","","","","","","297272","297272","297272","1110","1110","1110"
"6866375","","","","","","","297391","297391","297391","1074","1074","1074"
"6867000","295802.5","295770","295835","1194","1194","1194","","","","","",""
"6867551","","","","","","","297429","297429","297429","1176","1176","1176"
"6869097","295848","295848","295848","988","988","988","","","","","",""
"6869508","","","","","","","297518","297518","297518","841","841","841"
"6870483","","","","","","","297525","297478","297572","975","975","975"
"6870986","296007","296007","296007","854","854","854","","","","","",""
"6871604","","","","","","","297610","297610","297610","1121","1121","1121"
"6872598","","","","","","","297547","297547","297547","994","994","994"
"6873630","","","","","","","297666.5","297634","297699","1032","1032","1032"
"6876460","296245","296245","296245","839","839","839","","","","","",""
"6876812","","","","","","","297785","297744","297826","1047","1047","1047"
"6877358","296273","296261","296285","898","898","898","","","","","",""
"6878396","296262","296262","296262","1038","1038","1038","","","","","",""
"6878634","","","","","","","297910","297910","297910","937","937","937"
"6879444","296375","296375","296375","1048","1048","1048","","","","","",""
"6879670","","","","","","","297967","297967","297967","1036","1036","1036"
"6880460","296340","296340","296340","1016","1016","1016","","","","","",""
"6883775","296558","296558","296558","1249","1249","1249","","","","","",""
"6884260","","","","","","","298163","298163","298163","1067","1067","1067"
"6884965","296591","296591","296591","1190","1190","1190","","","","","",""
"6885682","296640","296640","296640","717","717","717","","","","","",""
"6886277","","","","","","","298227","298227","298227","1048","1048","1048"
"6886801","296680","296668","296692","1119","1119","1119","","","","","",""
"6887416","","","","","","","298235","298235","298235","1139","1139","1139"
"6887917","296738","296738","296738","1116","1116","1116","","","","","",""
"6888285","","","","","","","298316","298316","298316","869","869","869"
"6889226","","","","","","","298351.5","298330","298373","941","941","941"
"6889695","296747","296747","296747","739","739","739","","","","","",""
"6890784","296842","296824","296860","1089","1089","1089","","","","","",""
"6891576","","","","","","","298472","298472","298472","1235","1235","1235"
"6891955","296911","296911","296911","1171","1171","1171","","","","","",""
"6892673","","","","","","","298507","298507","298507","1097","1097","1097"
"6893155","296931.5","296902","296961","1200","1200","1200","","","","","",""
"6893656","","","","","","","298509","298454","298564","983","983","983"
"6894360","297013","297013","297013","1205","1205","1205","","","","","",""
"6894768","","","","","","","298541","298541","298541","1112","1112","1112"
"6895751","","","","","","","298604","298552","298656","983","983","983"
"6896779","297114","297114","297114","1180","1180","1180","","","","","",""
"6896873","","","","","","","298665","298639","298691","1122","1122","1122"
"6897833","297162","297162","297162","1054","1054","1054","","","","","",""
"6897874","","","","","","","298699","298650","298748","1001","1001","1001"
"6898618","297135","297135","297135","785","785","785","","","","","",""
"6898910","","","","","","","298716","298716","298716","1036","1036","1036"
"6900036","","","","","","","298843","298843","298843","1126","1126","1126"
"6901155","","","","","","","298878","298878","298878","1119","1119","1119"
"6901615","297326","297326","297326","1033","1033","1033","","","","","",""
"6902265","","","","","","","298827","298827","298827","1110","1110","1110"
"6903329","297380","297380","297380","829","829","829","","","","","",""
"6903477","","","","","","","298915","298915","298915","1212","1212","1212"
"6904241","297381","297381","297381","912","912","912","","","","","",""
"6904562","","","","","","","298927","298927","298927","1085","1085","1085"
"6905178","297468","297458","297478","937","937","937","","","","","",""
"6905614","","","","","","","299042.5","299014","299071","1052","1052","1052"
"6906190","297520","297520","297520","1012","1012","1012","","","","","",""
"6906840","","","","","","","299109","299109","299109","1226","1226","1226"
