"global_step","Rainbow DQN - _step","Rainbow DQN - _step__MIN","Rainbow DQN - _step__MAX","Rainbow DQN - charts/episodic_return","Rainbow DQN - charts/episodic_return__MIN","Rainbow DQN - charts/episodic_return__MAX","DQN - _step","DQN - _step__MIN","DQN - _step__MAX","DQN - charts/episodic_return","DQN - charts/episodic_return__MIN","DQN - charts/episodic_return__MAX"
"7769908","334516","334516","334516","16","16","16","","","","","",""
"7770206","","","","","","","335977","335944","336010","8","8","8"
"7770964","334560","334560","334560","8","8","8","","","","","",""
"7771259","","","","","","","335955","335955","335955","-5","-5","-5"
"7772246","334580","334546","334614","7","7","7","","","","","",""
"7772394","","","","","","","336072","336042","336102","11","11","11"
"7773470","334665","334665","334665","13","13","13","","","","","",""
"7773509","","","","","","","336055","336055","336055","11","11","11"
"7774625","","","","","","","336200","336200","336200","9","9","9"
"7775601","","","","","","","336232","336232","336232","11","11","11"
"7775910","334745","334718","334772","7","7","7","","","","","",""
"7776650","","","","","","","336277","336277","336277","8","8","8"
"7776744","334807","334807","334807","13","13","13","","","","","",""
"7778697","","","","","","","336341.5","336316","336367","6","6","6"
"7778754","334872","334872","334872","-10","-10","-10","","","","","",""
"7779714","334935","334935","334935","12","12","12","","","","","",""
"7779753","","","","","","","336402","336402","336402","13","13","13"
"7780684","","","","","","","336440.5","336412","336469","12","12","12"
"7781885","","","","","","","336425","336425","336425","5","5","5"
"7782019","334992.5","334951","335034","2","2","2","","","","","",""
"7783039","","","","","","","336438","336438","336438","7","7","7"
"7784022","335112.5","335105","335120","5","5","5","","","","","",""
"7784221","","","","","","","336526","336526","336526","6","6","6"
"7785226","335106","335106","335106","9","9","9","","","","","",""
"7786315","335218","335218","335218","5","5","5","","","","","",""
"7786413","","","","","","","336626","336626","336626","15","15","15"
"7787123","335184","335184","335184","15","15","15","","","","","",""
"7788297","335300","335300","335300","6","6","6","","","","","",""
"7788639","","","","","","","336798","336798","336798","9","9","9"
"7789530","","","","","","","336793.5","336735","336852","15","15","15"
"7790405","","","","","","","336881","336881","336881","14","14","14"
"7790445","335394","335394","335394","4","4","4","","","","","",""
"7791569","335361","335361","335361","9","9","9","","","","","",""
"7791689","","","","","","","336889","336833","336945","5","5","5"
"7792637","","","","","","","336919","336919","336919","16","16","16"
"7793812","","","","","","","337015","337015","337015","13","13","13"
"7794500","335515","335515","335515","15","15","15","","","","","",""
"7795059","","","","","","","337020","337020","337020","9","9","9"
"7795560","335592","335592","335592","10","10","10","","","","","",""
"7797026","","","","","","","337104.5","337042","337167","14","14","14"
"7797461","335670","335670","335670","7","7","7","","","","","",""
"7798188","","","","","","","337202","337202","337202","6","6","6"
"7798433","335671","335671","335671","5","5","5","","","","","",""
"7799293","","","","","","","337141","337141","337141","10","10","10"
"7800214","","","","","","","337294","337294","337294","12","12","12"
"7800448","335786","335749","335823","7","7","7","","","","","",""
"7801525","335871","335871","335871","3","3","3","","","","","",""
"7802384","","","","","","","337386","337386","337386","10","10","10"
"7802439","335827","335827","335827","7","7","7","","","","","",""
"7803815","335968","335968","335968","-1","-1","-1","","","","","",""
"7804552","","","","","","","337447","337425","337469","13","13","13"
"7807191","336110","336110","336110","11","11","11","","","","","",""
"7807205","","","","","","","337551","337511","337591","8","8","8"
"7808390","","","","","","","337587","337523","337651","2","2","2"
"7810497","336251","336251","336251","13","13","13","","","","","",""
"7810609","","","","","","","337623","337623","337623","-4","-4","-4"
"7811225","336235","336235","336235","17","17","17","","","","","",""
"7811663","","","","","","","337781","337781","337781","13","13","13"
"7813312","336313","336313","336313","14","14","14","","","","","",""
"7813959","","","","","","","337844","337809","337879","10","10","10"
"7816107","","","","","","","337941","337908","337974","9","9","9"
"7816178","336482.5","336468","336497","6","6","6","","","","","",""
"7817158","336469","336469","336469","13","13","13","","","","","",""
"7817357","","","","","","","338037","338037","338037","8","8","8"
"7818376","","","","","","","338069","338069","338069","13","13","13"
"7818415","336546","336546","336546","8","8","8","","","","","",""
"7819655","","","","","","","338078","338021","338135","7","7","7"
"7820264","336660","336647","336673","17","17","17","","","","","",""
"7820748","","","","","","","338109","338109","338109","9","9","9"
"7821342","336648","336648","336648","7","7","7","","","","","",""
"7821590","","","","","","","338196","338196","338196","15","15","15"
"7822224","336759","336759","336759","8","8","8","","","","","",""
"7822536","","","","","","","338228.5","338203","338254","10","10","10"
"7824286","336845","336845","336845","15","15","15","","","","","",""
"7824576","","","","","","","338343","338343","338343","13","13","13"
"7825699","","","","","","","338313","338313","338313","10","10","10"
"7826150","336926","336926","336926","6","6","6","","","","","",""
"7826549","","","","","","","338432","338432","338432","15","15","15"
"7827680","","","","","","","338410","338410","338410","7","7","7"
"7828868","","","","","","","338530","338530","338530","3","3","3"
"7830771","337036","337036","337036","13","13","13","","","","","",""
"7831926","337143","337113","337173","8","8","8","","","","","",""
"7832040","","","","","","","338608","338608","338608","10","10","10"
"7832835","337190","337190","337190","11","11","11","","","","","",""
"7833155","","","","","","","338717","338717","338717","4","4","4"
"7833678","337219.5","337191","337248","13","13","13","","","","","",""
"7834395","337235","337192","337278","17","17","17","","","","","",""
"7834499","","","","","","","338720.5","338683","338758","2","2","2"
"7835443","337326","337326","337326","6","6","6","","","","","",""
"7836577","","","","","","","338781","338781","338781","11","11","11"
"7836652","337333","337289","337377","-2","-2","-2","","","","","",""
"7837813","337366","337366","337366","10","10","10","","","","","",""
"7837858","","","","","","","338916","338916","338916","8","8","8"
"7838813","","","","","","","338914.5","338881","338948","14","14","14"
"7838885","337456.5","337442","337471","13","13","13","","","","","",""
"7839738","","","","","","","338891","338891","338891","13","13","13"
"7839991","337480","337443","337517","11","11","11","","","","","",""
"7841060","","","","","","","339044","339044","339044","6","6","6"
"7842094","","","","","","","339033.5","338991","339076","9","9","9"
"7842262","337616","337616","337616","8","8","8","","","","","",""
"7843612","337636.5","337599","337674","7","7","7","","","","","",""
"7843973","","","","","","","339087","339087","339087","13","13","13"
"7844697","337717","337717","337717","6","6","6","","","","","",""
"7845015","","","","","","","339222","339222","339222","11","11","11"
"7846201","","","","","","","339260","339260","339260","4","4","4"
"7847035","337819","337819","337819","8","8","8","","","","","",""
"7847366","","","","","","","339320","339320","339320","9","9","9"
"7847854","337855","337855","337855","-6","-6","-6","","","","","",""
"7848362","","","","","","","339352","339352","339352","16","16","16"
"7848872","337897","337897","337897","-1","-1","-1","","","","","",""
"7849615","","","","","","","339358.5","339299","339418","4","4","4"
"7849843","337924.5","337908","337941","11","11","11","","","","","",""
"7850828","","","","","","","339387","339387","339387","7","7","7"
"7850878","337983","337983","337983","12","12","12","","","","","",""
"7851848","","","","","","","339455.5","339398","339513","14","14","14"
"7852910","","","","","","","339517","339486","339548","14","14","14"
"7853807","338113","338113","338113","10","10","10","","","","","",""
"7854756","338075","338075","338075","12","12","12","","","","","",""
"7855741","338152","338152","338152","15","15","15","","","","","",""
"7855974","","","","","","","339594","339594","339594","8","8","8"
"7856784","338238","338238","338238","11","11","11","","","","","",""
"7857887","338284","338284","338284","11","11","11","","","","","",""
"7858112","","","","","","","339693","339693","339693","6","6","6"
"7859127","338323.5","338307","338340","10","10","10","","","","","",""
"7861087","338422","338422","338422","13","13","13","","","","","",""
"7862006","338466","338466","338466","-8","-8","-8","","","","","",""
"7862854","338463","338463","338463","10","10","10","","","","","",""
"7863789","338538","338538","338538","13","13","13","","","","","",""
"7864240","","","","","","","339999.5","339964","340035","11","11","11"
"7864814","338541","338541","338541","10","10","10","","","","","",""
"7865266","","","","","","","339975","339975","339975","9","9","9"
"7866328","","","","","","","340094.5","340062","340127","7","7","7"
"7866652","338641","338641","338641","11","11","11","","","","","",""
"7867440","","","","","","","340130.5","340074","340187","7","7","7"
"7868687","","","","","","","340162","340162","340162","4","4","4"
"7868702","338736.5","338719","338754","12","12","12","","","","","",""
"7869673","","","","","","","340215","340173","340257","11","11","11"
"7869705","338720","338720","338720","7","7","7","","","","","",""
"7870847","","","","","","","340319","340319","340319","6","6","6"
"7872920","338904","338875","338933","12","12","12","","","","","",""
"7872978","","","","","","","340359","340359","340359","8","8","8"
"7875165","","","","","","","340383","340383","340383","14","14","14"
"7875198","338953","338953","338953","10","10","10","","","","","",""
"7876110","339050.5","339030","339071","14","14","14","","","","","",""
"7876208","","","","","","","340543","340543","340543","8","8","8"
"7878204","","","","","","","340567","340567","340567","11","11","11"
"7878940","339109","339109","339109","5","5","5","","","","","",""
"7879214","","","","","","","340578","340578","340578","12","12","12"
"7879761","339227","339227","339227","11","11","11","","","","","",""
"7880247","","","","","","","340693","340665","340721","7","7","7"
"7880652","339206","339206","339206","6","6","6","","","","","",""
